light,"['noun', 'adjective', 'verb']","['光亮', ' 光，光亮，光線', ' 發光體；燈，電燈', ' 火焰', ' 不重的', ' 輕的；輕便的', ' （服裝質料）涼爽的，輕薄的', ' 光亮', ' 亮的，光亮的，明亮的', ' 淡的', ' （顔色）淡的，淺的', ' 不嚴肅的…']"
sit,['verb'],"['就座', ' （使）坐，（使）坐下，（使）就座', ' （爲畫家、攝影師等）做模特兒', ' （狗等動物）蹲坐', ' 孵（蛋），孵（卵）', ' 位置', ' 保持不動；閒置不用', ' 坐落在，位於', ' （衣服）合身', ' 開會…']"
eight,['number'],['（數字）八']
mountain,['noun'],"['巨大的山丘', ' （高）山，山嶽', ' 大量', ' （食品的）大量存庫']"
awake,"['adjective', 'verb']","['醒著的', ' （使）醒來；喚醒', ' （使）領悟；（使）醒悟；（使）意識到；（被）喚起']"
white,"['adjective', 'noun']","['顏色', ' 白色的；雪白的；乳白的', ' （因為生病或受到驚嚇）面色慘白的，蒼白的', ' （用於食品名稱中）白…', ' 人', ' 白人（的）；白種人（的）', ' 顏色', ' 白色；雪白；乳白', ' 人', ' 白人']"
day,['noun'],"['一天，一日', ' 白天，白晝', ' 工作天；上課天']"
good,"['adjective', 'noun']","['令人愉快的', ' 令人滿意的；令人愉快的；合意的；有趣的', ' （用於打招呼）好', ' 健康的', ' 高品質', ' 好的；出色的；優質的', ' （表示讚賞）好的，值得稱讚的', ' 成功的', ' 成功的；能幹的；精通的；擅長的…']"
ruler,['noun'],"['恐怖統治（時期）', ' 統治者', ' 繪圖用的', ' 直尺；尺子']"
sky,['noun'],['天，天空']
room,"['noun', 'verb']","['地方', ' 房間，室', ' 臥室', ' （用於合成詞中）房間，室，廳', ' 空間', ' 空間，空地方', ' 機會；餘地', ' 租住；（與某人）合租']"
rule,"['noun', 'verb']","['指導', ' 規則；法則；規章；條例', ' 控制', ' 統治（期）；管轄（期）', ' 控制', ' 控制；統治；治理', ' 支配，操控，控制', ' 決定', ' 裁決，裁定；判定；決定', ' 畫', ' （借助有直邊的東西）畫（線）…']"
queen,['noun'],"['女人', ' 女王；王后', ' 傑出的女性，女傑', ' （西洋棋中的）王后', ' （一群昆蟲中產卵的）后，王', ' （紙牌中的）皇后', ' 同性戀者', ' （舉止明顯像女人的）同性戀男子，（尤指）老同性戀男子']"
see,"['noun', 'verb']","['用眼睛', ' 看見；看出', ' 看，觀看（電影、電視節目等）', ' 是…的發生時間（或地點）；見證', ' 理解', ' 知道；明白；懂得', ' 見面', ' 遇見；探望；和…來往；拜訪', ' 和…談戀愛', ' 考慮…']"
can,"['modal verb', 'noun', 'verb']","['能力', ' 能，會', ' 允許', ' （表示許可）可以，能', ' （生氣地命令某人）必須，得', ' 要求', ' （用於請求）能，可以', ' 可能性', ' （表示可能性）可以，能，會', ' 提供', ' （用於禮貌地提出幫忙）可以，能…']"
back,"['adjective', 'noun', 'adverb', 'verb']","['返回', ' 在原處；回到原處；恢復原狀；返回；回到以前', ' 作為回報', ' 作為答覆', ' 遠離', ' 向後；遠離', ' 後面', ' 後面；後部；背面', ' 身體部位', ' 背部，背後', ' 體育', ' （足球等運動的）後衛球員', ' 支持…']"
seller,['noun'],"['賣方，銷售者', ' 暢銷商品']"
happy,['adjective'],"['高興的', ' 幸福的，滿意的，快樂的', ' 問候', ' （用於特殊日子的祝福）…快樂', ' 幸運的', ' （情況）幸運的', ' 合適的', ' （言語或行爲）恰當的，得體的']"
how,['adverb'],"['如何，怎麼', ' （尤指身體或精神狀況）怎麼樣', ' （用於詢問經歷或事情）怎麼樣', ' （用於強調）']"
hold,"['noun', 'verb']","['支撐', ' 握住，抓住', ' 支撐，承受', ' 包含', ' 容納，包含', ' （未來將要）發生', ' 持有，擁有（某種特性）', ' 控制', ' 擁有；擔任；控制', ' 在競賽中保持（某個）位置', ' 保持', ' 保持，保留', ' 拘留，扣押…']"
deep,"['adjective', 'adverb', 'noun']","['深的，向下延伸的；有…深的', ' 感受強烈', ' 深切的，感受強烈的', ' 低的', ' （聲線）低沉的', ' 復雜的', ' 深奧的，深刻的；難懂的', ' 從前到後', ' 縱深的；厚的', ' 暗的', ' （顏色）深的', ' 深地，向下延伸地']"
kind,"['adjective', 'noun']","['寬容的；有益的；體貼的', ' 溫和的；無害的', ' 種類']"
snow,"['noun', 'verb']","['天氣', ' 雪；積雪', ' 一場雪', ' 毒品', ' （同cocaine）', ' 天氣', ' 下雪，飄雪', ' 欺騙', ' （用花言巧語）欺騙，矇騙']"
jump,"['noun', 'verb']","['在空中', ' 跳，躍；跳躍', ' 跳躍；躍過', ' 突然移動／行動', ' 突然（或快速）行動（或移動）', ' （受驚等後）猛地一跳，突然一跳', ' 增加', ' 暴漲；激增', ' 順序…']"
old,"['adjective', 'noun']","['存在多年的', ' 老的；年老的；古老的', ' 關於年齡', ' …歲的', ' 過去的', ' 過去的；舊時的，從前的，以前的', ' 語言', ' 非常熟悉的', ' （尤指朋友）老的，結識久的', ' （用於人名前表示親密、熟悉的稱呼）老…']"
young,"['adjective', 'noun']","['幼小的；年輕的', ' （適合）年輕人的', ' 幼鳥；幼獸；幼崽']"
wonderful,['adjective'],['絕妙的，令人驚嘆的，極好的']
walk,"['verb', 'noun']","['行走', ' 走，步行，行走', ' 陪（某人）走；步行送（某人）', ' 牽著（動物）散步；遛（狗等）', ' 解脫嫌疑（或指控）', ' （棒球打擊手因投手投出四個壞球而）自由上壘', ' 輕鬆做到…']"
walking,['noun'],"['走，步行，徒步旅行', ' 競走（運動）']"
beautiful,['adjective'],"['美麗的，漂亮的', ' 美好的；極好的', ' 仁慈的']"
request,"['verb', 'noun']","['（禮貌、正式的）要求，請求', ' 點播的歌（或節目等）', ' （禮貌、正式的）要求，請求']"
political,['adjective'],['政治的']
pocket,"['adjective', 'verb', 'noun']","['袋子', ' 衣袋，口袋', ' （附於袋子、車門、車座椅等處的）口袋，袋子', ' （檯球桌的）網袋，球袋', ' 錢，財力', ' 團體／地區', ' 小塊地區（或團體、部分）；孤立地區（或團體、部分）', ' 把…裝入口袋…']"
active,"['adjective', 'noun']","['忙於…的', ' 忙的／參與的', ' 參與…的', ' （火山）活的，處於活躍期的', ' 文法', ' 主動語態的']"
coat,"['verb', 'noun']","['衣服', ' （通常指保暖的）外套，外衣，大衣', ' （用作構詞成分）衣服', ' 動物', ' （動物的）皮毛', ' 覆蓋', ' 塗上的一層；覆蓋上的一層，外加的一層', ' 給…塗上一層；使覆蓋上一層，外加一層']"
literally,['adverb'],"['確實地；名副其實地', ' 逐字（翻譯）地', ' （用於強調）確實，真正地', ' 只是，僅僅，就']"
population,['noun'],"['人口；全體居民', ' （統稱）（一定範圍內的）人口，動物總數']"
wait,"['verb', 'noun']","['等待，等候；期盼，盼望', ' 延後；耽擱', ' 等待；等候，期待']"
gaze,"['verb', 'noun']","['（尤指因為驚奇、羡慕或心不在焉而）凝視，注視，盯著看', ' 凝視；注視；盯著']"
milk,"['verb', 'noun']","['奶；牛奶；羊奶', ' （女性及雌性哺乳動物的）奶，乳汁', ' （植物的）乳液，白色汁液', ' 擠奶', ' 擠…的奶；擠（奶）', ' 榨取金錢／消息', ' 榨取，勒索']"
initial,"['verb', 'adjective', 'noun']","['開始的，最初的', ' （姓名的）首字母', ' 在…上簽署姓名的首字母']"
fix,"['verb', 'noun']","['修理', ' 修理', ' 安排', ' 安排，確定（時間、地點、價格等）', ' 使固定', ' 使固定；安裝', ' 視野', ' 盯著看，凝視', ' 保持', ' 不斷想（某事）；仍然記得（某事）', ' 欺騙', ' 操縱；在（比賽或選舉）中作弊…']"
humor,"['verb', 'noun']",['（humour的美式拼寫）']
begin,['verb'],"['開始；開始進行（或存在）', ' 著手（於）', ' 開始說話', ' 以…開始；以…開頭']"
together,"['adverb', 'adjective']","['一起', ' 一起；共同', ' 在一起，關係親密', ' 同時', ' 同時', ' 合起來的', ' 合起來；合在一起地', ' 在一處', ' 在一起', ' 連同', ' 自信而有條理的；沉穩的']"
crack,"['adjective', 'verb', 'noun']","['破裂', ' （使）破裂；（使）裂開；（使）産生裂紋', ' 身心疲憊；神經崩潰', ' 出現隔閡，出現問題；失敗', ' 支持不住；崩潰，垮掉', ' 進入', ' （尤指爲得到或使用內部的東西而）使破裂，打開，砸開…']"
nine,['number'],['（數字）9']
storage,['noun'],['儲存；儲藏；儲備']
form,"['verb', 'noun']","['（使）出現，（使）形成，（使）産生', ' 將…製成特定形狀', ' 製作；成為', ' 形成；組成', ' 文件', ' 表，表格', ' 類型', ' 類型；種類；形式', ' 形狀', ' 形狀；外形；外表', ' 能力…']"
makeup,"['verb', 'phrasal verb', 'noun']","['和解，言歸於好', ' 供面部使用', ' 化妝品', ' 部分', ' 組成，構成']"
identity,['noun'],['身份；本身；特性']
sequence,"['verb', 'noun']","['順序', ' 一連串；一系列；順序，次序', ' 影片的一部分', ' （影片中的）一組鏡頭', ' 安排…的順序；發現…的順序', ' 測定DNA的序列']"
decision,['noun'],"['選擇', ' 決定；決策；選擇', ' 果斷', ' 果斷，乾脆；決斷（力）']"
face,"['verb', 'noun']","['頭', ' 臉，面孔', ' 面部表情，神情', ' 前面', ' （物體的）前面，正面，表面', ' 鐘面，錶盤', ' 尊重', ' 臉面，面子；尊嚴', ' 處理', ' 面對，面臨，必須對付（難題）', ' 正視，承認', ' 面對，應對（不想見到的人）…']"
explode,['verb'],"['破裂', ' （使）爆炸，（使）爆破', ' 情感', ' （情感）突然迸發，爆發，突然發作', ' 增加', ' 急劇擴大；激增，突增', ' 證明錯誤', ' 推翻；駁倒；破除']"
similar,['adjective'],['相似的，近似的']
deeply,['adverb'],['深深地；極其，非常']
borrow,"['verb', 'noun']","['接受', ' 借，借入', ' （向…）借貸', ' 引入，借用（詞彙或想法）', ' 數學', ' （演算減法時）借（位）']"
glad,['adjective'],['高興的；愉快的；樂意的']
celebration,['noun'],"['慶祝活動；慶祝會', ' 慶祝，慶賀；祝賀']"
leather,['noun'],['皮革']
joke,"['verb', 'noun']","['有趣的', ' 笑話；玩笑', ' 壞／愚蠢', ' 荒唐可笑的人（或事物）', ' 說笑話', ' 開玩笑']"
video,"['adjective', 'verb', 'noun']","['影片', ' 錄影，錄影；錄影帶', ' 音樂視頻，（流行歌曲的）MV', ' 機器', ' 盒式磁帶錄影機（videocassette recorder）', ' 錄影的；錄影的', ' 電視的；圖像的；視頻的', ' 錄製；錄下；給…錄影']"
spread,"['verb', 'noun']","['（使）展開，（使）鋪開；（使）蔓延，（使）擴散', ' 覆蓋範圍', ' 擴散，蔓延', ' 涉及區域；範圍', ' 整版（或橫貫幾版的）文章（或廣告）', ' 醬', ' 塗在麵包（或餅乾）上的食物；抹醬', ' 地', ' 大牧場，大農場…']"
poverty,['noun'],['貧困，貧窮']
immigration,['noun'],"['移民（入境）', ' 移民局入境檢查；移民局入境檢查處']"
favorite,"['adjective', 'noun']",['（favourite的美式拼寫）']
trail,"['verb', 'noun']","['鄉間（山間或林間等）小道', ' 臭跡；蹤跡；痕跡', ' 蛛絲馬跡，線索', ' 緩慢地移動', ' 拖，拉', ' 行動拖遝；疲憊地走；沒精打埰地行走', ' 比賽中', ' 跟隨', ' 追蹤']"
result,"['verb', 'noun']","['因為', ' 結果；後果', ' 成效；成果', ' 測試', ' （科學實驗或醫學檢查的）結果', ' （考試或測試的）成績', ' 答案', ' （計算的）結果，答案', ' 比賽', ' （選舉的）結果；（比賽的）成績，比分…']"
winter,"['verb', 'noun']","['冬季，冬天', ' （尤指鳥類）過冬，越冬']"
correspondent,['noun'],"['通訊員，記者', ' 通信者，寫信人']"
purchase,"['verb', 'noun']","['購買', ' 購買', ' 購買物', ' 購買，採購', ' 抓握', ' 緊握；抓住']"
crop,"['verb', 'noun']","['植物', ' 莊稼，作物；收成，收穫量', ' 一批', ' （同時湧現的）一批，一幫（人或事物）', ' 剪髮', ' 平頭髮型', ' 喉嚨', ' （鳥的）嗉囊', ' 棍子', ' 短馬鞭', ' 剪', ' 修剪；剪短…']"
manage,['verb'],"['成功', ' 成功做到，順利完成（尤指困難之事）', ' 勉強生活下去，勉強度日', ' 能夠（在某個時候）做（或參加等等）', ' 控制', ' 管理，掌管；經營（尤指企業）']"
even,"['verb', 'adverb', 'adjective']","['驚奇', ' （用來表示令人驚訝、不同尋常、出乎意料或極端的事物）甚至，連，即使', ' 強調', ' （用於強調比較）甚至更，愈加，還', ' 更確切地', ' （用於引出更準確或更詳細的說法）甚至可以說，更確切地說，其實…']"
college,['noun'],"['教育', ' 大學', ' 學院；職業學校；技術學校；高等專科學校', ' （大學的）學院，分院', ' 公學，學校（用於英國和澳大利亞某些私立學校的名稱）', ' 團體', ' 學會，社團，協會']"
wealth,['noun'],"['錢財', ' 財富，錢財', ' 大量', ' 大量；豐富；充裕']"
rapid,['adjective'],['快的；迅猛的']
hair,['noun'],['（人的）頭髮；（人或動物的）汗毛，毛髮']
terrorism,['noun'],['恐怖主義']
date,"['verb', 'noun']","['日期', ' 日期；日子', ' 年份', ' （年月）時間', ' 會面', ' （異性間的）約會，幽會', ' 約會對象', ' 表演', ' 演出，表演', ' 水果', ' 海棗', ' 時間', ' 在…上寫上日子，在…上標明日期…']"
owe,['verb'],"['負債', ' 欠（債）；欠（帳）；該償還', ' 作為結果', ' 把…歸功（於）；把…歸因（於）']"
element,['noun'],"['部分', ' 部分；部件；要素', ' 數量', ' 簡單物質', ' 元素', ' 地球，空氣等', ' 四大元素（舊時人們認爲構成一切事物的土、風、火、水）', ' 天氣', ' 熱', ' 電熱元件；電熱絲', ' 圓形爐盤，火圈']"
extreme,"['adjective', 'noun']","['極大的', ' 極大的；極度的；極端的', ' 糟糕的', ' 極嚴厲的；嚴重的；極差的', ' 信仰', ' （信仰或政黨）偏激的，過激的，極端的', ' 極點', ' 末端的，盡頭的；（尤指）離中心最遠的', ' 極度；極端…']"
financial,['adjective'],['財務的；財政的；金融的']
slip,"['verb', 'noun']","['滑', ' 滑倒；失足', ' 移出正確的位置，滑走', ' 快速做', ' 溜走；迅速地做；悄悄地做', ' 變糟', ' 變糟；下降，退步', ' 逃離', ' 逃離，離開', ' 價值降低', ' 一張紙', ' 紙條；小紙片', ' 錯誤', ' 小錯誤，疏漏…']"
succeed,['verb'],"['取得某物', ' 成功；實現目標；達到目的', ' 跟隨', ' 接替，繼任；繼承', ' 隨後出現；接著發生']"
six,"['noun', 'number']","['數字六', ' （板球運動中的）六分球']"
lifestyle,['noun'],['生活方式']
confidence,['noun'],"['確定', ' 自信；信心，把握；信賴，信任', ' 秘密', ' 秘密；知心話']"
schedule,"['verb', 'noun']","['計劃表；日程表；進度表', ' 時刻表', ' 清單，報表', ' 爲…安排時間；安排，排定']"
preparation,['noun'],"['預備', ' 準備工作；準備，預備', ' 混合物', ' 配製品；（常指醫藥）製劑']"
boyfriend,"['adjective', 'noun']","['男朋友；（男性）情人', ' （女裝）模仿男裝裁剪的，寬鬆舒適的']"
mode,['noun'],"['方式', ' 方法；做法；方式', ' 數學', ' 眾數（指某一組數字資料中出現次數最多的值）', ' 時尚']"
junior,"['adjective', 'noun']","['低級別', ' 地位（或等級）較低者；年資較淺者，晚輩', ' 學生', ' 小學生', ' （美國四年制中學或大學的）三年級學生', ' 較年幼者', ' 初級者（參與某項活動，尤其是體育活動時低於特定年齡的年青人）', ' 兒子…']"
three,['number'],['（數字）三']
certainly,['adverb'],"['毫無疑問', ' （用於肯定的答覆或強調）當然，毫無疑問，確實，肯定', ' （用於對請求表示強烈同意或不同意）當然，行', ' 必然', ' 必然地；很有可能發生地']"
afford,['verb'],"['金錢', ' 給', ' 提供；給予']"
worker,['noun'],"['工人；勞動者；工作者', ' （某公司或組織的）工人，員工', ' 職蟲（如工蜂）']"
giant,"['adjective', 'noun']","['巨人', ' （尤指兒童故事中兇殘的）巨人', ' 身材異常高大的人，巨人', ' 大企業', ' （成功且有影響的）偉人，巨頭，大公司', ' 巨大的，特大的']"
cookie,['noun'],"['餅乾', ' 小甜餅，曲奇餅', ' 某類人', ' …樣的人', ' 電腦', ' 「甜餅」記憶塊，魔塊，網路跟蹤器（記錄上網用戶資訊的文件）']"
fellow,"['adjective', 'noun']","['同事的；同伴的；同情況的', ' 人', ' 人，男人，傢夥（尤為舊時社會階層較高的人使用）', ' 成員', ' （學院或大學的）研究員；（學術協會的）會員', ' （官方機構的）成員', ' （大學裡接受獎學金）研究生']"
sun,"['verb', 'noun']","['太陽', ' 太陽的光和熱；陽光，日光', ' 週日，星期天（Sunday的縮寫）']"
minister,['noun'],"['政治家', ' 部長；大臣', ' 牧師', ' 牧師', ' 國家的代表', ' 公使；外交使節']"
two,['number'],['（數字）2']
possible,['adjective'],"['可完成的', ' 可能的，有可能做到的', ' 不確定的', ' 可能的，可能發生的']"
forever,['adverb'],"['永遠', ' 長久地', ' 頻繁地，老是']"
occupy,['verb'],"['填充', ' 佔有，佔用，佔據（空間或時間）', ' 使（某人）忙於；使（某人）感興趣', ' 控制', ' （軍隊或一夥人）佔領，佔據']"
twelve,['number'],['（數字）12']
green,"['adjective', 'noun']","['顏色', ' 綠色的，草綠色的', ' 政治的', ' 環境保護的', ' 植物', ' 長滿綠色植物的，有綠色植物覆蓋的', ' 不熟的', ' （尤指水果）不熟的，生的，青的；（木材）沒有乾的，濕的', ' 沒有經驗的…']"
communicate,['verb'],"['交流資訊', ' 交流，溝通（資訊）', ' 傳達，表達，傳遞，溝通（思想或感情）', ' 疾病', ' 傳染，傳播（疾病）', ' 房間', ' （房間）互通，相連']"
universal,['adjective'],['普遍的；全體的；共同的']
agreement,['noun'],"['意見一致', ' 意見一致；同意；應允', ' 協議，協定；和約', ' 文法', ' 語法上的一致（如性數、人稱一致等）']"
demonstrate,['verb'],"['展示', ' 顯示；表明', ' 展示，演示', ' 表達', ' 表達；表露；表現；顯露', ' 行進', ' 示威，遊行']"
dna,['noun'],['去氧核糖核酸']
sir,['noun'],"['先生', ' （孩子對男性教師的稱呼）老師', ' （用於男性、特別是權威人士的名字之後，用以表示禮貌或尊敬）先生', ' 爵士（用於名前或姓名前，但不只跟姓連用）']"
profile,['noun'],"['簡短的描述', ' 傳略；人物簡介', ' 注意', ' 大眾的注意', ' 側面視角', ' （面部的）側面（像）']"
conviction,['noun'],"['罪行', ' 定罪，判罪', ' 觀點', ' 堅定的看法；堅定的信念；堅定的信仰', ' 堅信，深信；確信']"
consequence,['noun'],['（常指不好或不利的）結果，後果']
arrive,['verb'],"['到達', ' 到達，抵達（尤指到達旅途的終點）；到來；來臨', ' 開始', ' 發生；開始出現', ' 嬰兒出生']"
appropriate,"['verb', 'adjective']","['適當的，恰當的；合適的', ' 拿走', ' 挪用；佔用；盜用；侵吞', ' 保留錢', ' 撥出（款項）']"
contemporary,"['adjective', 'noun']","['存在於現在的', ' 當代的；現代的', ' 同時期的', ' 同時期的，同時代的', ' 同時代的人', ' 同齡人，同輩']"
object,"['verb', 'noun']","['東西', ' （可看見或可觸摸到的）實物，物體', ' 文法', ' 受詞', ' 目的', ' 目的，目標', ' 原因', ' （引發某種情感或行為的）對象', ' 反對，不贊成；有異議']"
economics,['noun'],['經濟狀況；經濟因素；經濟學']
column,['noun'],"['印刷', ' （報紙、雜誌上的）欄', ' （報紙、雜誌上的）欄目，專欄', ' （詞或數字的）縱列', ' 建築物', ' 石柱；紀念柱', ' 一隊，一列（移動的人或車輛）']"
shirt,['noun'],['（尤指男式）襯衣，襯衫']
